,stat_type,player_id,player_name,team_id,team_name,outs,earned_runs,home_runs_allowed,walks,hit_batters,strikeouts,hits_allowed,wins,losses,saves,blown_saves,unearned_runs,appearances,starts,positiontype,IP,ERA,WHIP,K9,BB9,HR9,FIP,league_name,league_id,team_win_diff,singles,doubles,triples,home_runs,at_bats,walked,hit_by_pitch,plate_appearances,stolen_bases,caught_stealing,struck_out,runs,runs_batted_in,sac_flies,groundouts,flyouts,popouts,lineouts,hitting,TB,BA,OBP,SLG,OPS,BABIP,SB%,K%,BB%,ISO,league_type
306,pitching,6841e669144e874e6deb8990,Jupiter Tang,680935632198112ec9cdb904,,473.0,104.0,25.0,71.0,15.0,133.0,186.0,6.0,13.0,0.0,1.0,1.0,25.0,25.0,,157.66666666666666,5.936575052854123,1.6300211416490487,7.591966173361523,4.052854122621564,1.4270613107822412,4.765103921498008,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
307,pitching,68f1aa67d224341da3137740,Aline Öztürk,68f19da81f851289ff7cffe4,,384.0,78.0,24.0,75.0,19.0,78.0,113.0,5.0,12.0,0.0,1.0,1.0,24.0,18.0,,128.0,5.484375,1.46875,5.484375,5.2734375,1.6875,6.176408096973695,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
308,pitching,68427d2588056169e0078e92,Nettie Leitner,680b055fcb7a15e5259d2c5f,,378.0,52.0,18.0,46.0,11.0,166.0,96.0,9.0,4.0,0.0,0.0,0.0,17.0,17.0,,126.0,3.7142857142857144,1.126984126984127,11.857142857142858,3.2857142857142856,1.2857142857142858,3.333898176338775,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
309,pitching,68410ce9ec9dc637cfd0cc34,Nicholas Long,68068db3f9b67839f528ba3b,,215.0,63.0,16.0,32.0,13.0,71.0,94.0,2.0,2.0,0.0,2.0,5.0,33.0,0.0,,71.66666666666667,7.911627906976744,1.7581395348837208,8.916279069767441,4.01860465116279,2.009302325581395,5.559184259764393,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
310,pitching,68418fadf415a392f7340047,Antonio Ogden,680a505c87875f7f639d0379,,171.0,36.0,8.0,32.0,5.0,70.0,63.0,4.0,6.0,2.0,1.0,2.0,32.0,0.0,,57.0,5.684210526315789,1.6666666666666667,11.052631578947368,5.052631578947368,1.263157894736842,4.070322570657906,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
311,pitching,6887d49018e81770515bcdf2,Harper Paulino,6812ebfb21bca5921ffa8d10,,75.0,17.0,4.0,10.0,2.0,21.0,25.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,,25.0,6.12,1.4,7.56,3.6,1.44,4.594533096973696,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
312,pitching,68f9228813859769aee7db06,Dalygos Dobson,68f9208985bfb4d8eac4e489,,126.0,21.0,7.0,24.0,4.0,33.0,42.0,4.0,2.0,0.0,0.0,0.0,7.0,6.0,,42.0,4.5,1.5714285714285714,7.071428571428571,5.142857142857143,1.5,5.349771192211791,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
313,pitching,68af36c4244efd545e5682f2,KW Fairmont,68af35507d5388c228803f89,,473.0,112.0,34.0,81.0,15.0,105.0,180.0,4.0,17.0,0.0,1.0,1.0,25.0,25.0,,157.66666666666666,6.39323467230444,1.6553911205073997,5.993657505285412,4.6236786469344615,1.940803382663848,6.052630348559319,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
314,pitching,68417e0aed58166c1895b006,Suzanne Carver,68068863ce5a952465d7b88f,,126.0,23.0,10.0,30.0,4.0,41.0,36.0,1.0,4.0,1.0,1.0,0.0,8.0,7.0,,42.0,4.928571428571429,1.5714285714285714,8.785714285714286,6.428571428571429,2.142857142857143,6.325961668402267,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
315,pitching,68af390fabd81b78fab296e5,Don Landry,68af35507d5388c228803f89,,96.0,11.0,4.0,11.0,5.0,23.0,27.0,2.0,6.0,23.0,8.0,6.0,31.0,0.0,,32.0,3.09375,1.1875,6.46875,3.09375,1.125,4.442033096973695,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
316,pitching,689a6dc881485b035ebf840c,Paisley Lorenz,689a686a19fb922f37f625d7,,67.0,14.0,3.0,12.0,4.0,21.0,20.0,3.0,0.0,1.0,0.0,0.0,12.0,0.0,,22.333333333333332,5.64179104477612,1.4328358208955225,8.46268656716418,4.835820895522389,1.2089552238805972,4.769458470108024,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
317,pitching,6845b2f9f7b5d3bf791d6f88,Giovanna Galvan,68077beaee9f269dec7251e9,,510.0,43.0,18.0,62.0,14.0,267.0,94.0,15.0,5.0,0.0,0.0,0.0,25.0,25.0,,170.0,2.276470588235294,0.9176470588235294,14.135294117647058,3.2823529411764705,0.9529411764705882,2.33100368520899,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
318,pitching,6840ff44183c892d88a0fc38,Erika Parra,68067036709b8b12f78c2c2c,,198.0,35.0,11.0,22.0,2.0,47.0,73.0,3.0,1.0,1.0,0.0,0.0,30.0,0.0,,66.0,4.7727272727272725,1.4393939393939394,6.409090909090909,3.0,1.5,4.587866430307029,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
319,pitching,6841c7ce08b7fc5e21e8b051,Jaqueline Cobbler,6807b079ad144ec1a39c65bb,,235.0,57.0,16.0,34.0,7.0,71.0,92.0,2.0,5.0,0.0,2.0,2.0,34.0,0.0,,78.33333333333333,6.548936170212766,1.6085106382978724,8.157446808510638,3.9063829787234043,1.8382978723404257,5.167299054420504,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
320,pitching,6864c4f7f27aa83a88fa64b7,Piddle Eldemaront,6864c3f593ee59ce6e2dc497,,176.0,29.0,13.0,25.0,3.0,54.0,59.0,3.0,2.0,2.0,2.0,1.0,25.0,0.0,,58.666666666666664,4.448863636363637,1.4318181818181819,8.28409090909091,3.835227272727273,1.9943181818181819,5.226124006064605,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
321,pitching,6887d49c18e81770515be06f,Erika Steps,68419b4308b7fc5e21e8afa3,,51.0,9.0,4.0,19.0,0.0,18.0,10.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,,17.0,4.764705882352941,1.7058823529411764,9.529411764705882,10.058823529411764,2.1176470588235294,7.0486507440325195,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
322,pitching,68419efbf415a392f734009d,Gabriella Jung,68419b4308b7fc5e21e8afa3,,496.0,80.0,23.0,86.0,8.0,231.0,136.0,12.0,6.0,0.0,4.0,1.0,26.0,26.0,,165.33333333333334,4.354838709677419,1.342741935483871,12.574596774193548,4.681451612903226,1.252016129032258,3.4742911614898246,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
323,pitching,68870ff4ce0b8a1e2e56e88f,Paloma Ota,6807ce932d90bd2924b77a08,,465.0,67.0,20.0,76.0,14.0,167.0,123.0,9.0,7.0,0.0,1.0,0.0,24.0,24.0,,155.0,3.890322580645161,1.2838709677419355,9.696774193548388,4.412903225806452,1.1612903225806452,4.019049226005953,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
324,pitching,6887d44918e81770515b6c7d,Sheila Grayson,68068863ce5a952465d7b88f,,405.0,70.0,21.0,60.0,21.0,137.0,131.0,7.0,10.0,0.0,0.0,2.0,20.0,19.0,,135.0,4.666666666666667,1.4148148148148147,9.133333333333333,4.0,1.4,4.547125689566288,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
325,pitching,68411b8de2d7557e153cc699,Tina Johns,6809cdb51d2800e67a866891,,55.0,8.0,1.0,9.0,5.0,11.0,20.0,0.0,2.0,15.0,3.0,2.0,19.0,0.0,,18.333333333333332,3.9272727272727277,1.581818181818182,5.4,4.418181818181819,0.49090909090909096,4.554533096973696,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
326,pitching,68411477183c892d88a0ff13,Camila Andreasen,68066e2b9edf4f7b46032650,,216.0,47.0,13.0,22.0,9.0,47.0,85.0,4.0,9.0,2.0,4.0,5.0,30.0,0.0,,72.0,5.875,1.4861111111111112,5.875,2.75,1.625,5.087866430307029,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
327,pitching,68f19da81f851289ff7cfff6,Florence Strickland,68f19da81f851289ff7cffe4,,70.0,7.0,2.0,4.0,1.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,,23.333333333333332,2.7,0.8571428571428572,6.171428571428572,1.542857142857143,0.7714285714285715,3.1402473826879813,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
328,pitching,68e73b5f8a70dcdd6a50bf49,Tina Gevorgyan,68e739fdc82e39151b79878e,,436.0,117.0,35.0,73.0,15.0,123.0,163.0,5.0,14.0,0.0,0.0,3.0,24.0,24.0,,145.33333333333334,7.2454128440366965,1.6238532110091741,7.61697247706422,4.520642201834862,2.1674311926605503,6.009120252936999,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
329,pitching,6887d44618e81770515b6836,Jae-Hyun de Oleo,68065ab9709b8b12f78c2a9e,,15.0,5.0,2.0,2.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,5.0,9.0,1.6,3.6,3.6,3.6,8.954533096973696,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
330,pitching,68410c74295b2368c0ac7704,Anna Kitagawa,680848f06f38e1fcb9f6f1bb,,530.0,93.0,27.0,69.0,23.0,140.0,154.0,8.0,13.0,0.0,1.0,5.0,25.0,25.0,,176.66666666666666,4.737735849056604,1.2622641509433963,7.132075471698114,3.5150943396226415,1.3754716981132076,4.718684040369922,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
331,pitching,6886ff951f79b00a978a66fa,Myrtle Villalba,6886fc0840f292b1184c13bc,,107.0,15.0,4.0,12.0,5.0,41.0,30.0,2.0,3.0,28.0,6.0,4.0,34.0,0.0,,35.666666666666664,3.7850467289719627,1.177570093457944,10.345794392523365,3.0280373831775704,1.0093457943925235,3.3433181437026676,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
332,pitching,6887d45c18e81770515b87a1,Fauna Holm,6807ce932d90bd2924b77a08,,61.0,10.0,2.0,19.0,1.0,9.0,14.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,,20.333333333333332,4.426229508196721,1.6229508196721312,3.9836065573770494,8.40983606557377,0.8852459016393444,6.0987953920556635,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
333,pitching,6805db0dac48194de3cd416a,Will Cuello,6805db0dac48194de3cd4160,,241.0,53.0,17.0,35.0,6.0,67.0,76.0,4.0,7.0,0.0,0.0,0.0,12.0,12.0,,80.33333333333333,5.937759336099585,1.3817427385892116,7.506224066390042,3.9211618257261414,1.9045643153526972,5.368640980791123,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
334,pitching,68418f9a8ba62cf2ce8d93df,Jesse Vargová,680a505c87875f7f639d0379,,488.0,61.0,20.0,58.0,27.0,190.0,137.0,8.0,5.0,0.0,1.0,1.0,25.0,25.0,,162.66666666666666,3.375,1.1987704918032787,10.512295081967213,3.209016393442623,1.1065573770491803,3.584451129760581,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
335,pitching,684579498d67c531e89fe809,Candice Howe,681e92c41017959663077c0c,,222.0,35.0,7.0,49.0,9.0,60.0,58.0,5.0,2.0,0.0,1.0,3.0,32.0,0.0,,74.0,4.256756756756757,1.445945945945946,7.297297297297297,5.95945945945946,0.8513513513513513,4.713992556433155,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
336,pitching,68750930b1680cb5ec5e9bde,Gail Andreasen,68750273e326fdcbc2ee201d,,13.0,3.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,4.333333333333333,6.230769230769231,0.9230769230769231,6.230769230769231,2.076923076923077,4.153846153846154,8.062225404666004,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
337,pitching,68f1a66ad224341da3137735,Charlie Nowak,68f19da81f851289ff7cffe4,,451.0,63.0,18.0,86.0,18.0,186.0,105.0,10.0,7.0,0.0,1.0,0.0,25.0,25.0,,150.33333333333334,3.7716186252771617,1.270509977827051,11.135254988913525,5.148558758314856,1.0776053215077606,3.9119610348894382,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
338,pitching,68410d0788056169e007899b,Luna Fan,6807b079ad144ec1a39c65bb,,509.0,103.0,35.0,80.0,24.0,149.0,161.0,7.0,11.0,0.0,2.0,4.0,25.0,25.0,,169.66666666666666,5.463654223968566,1.4204322200392927,7.903732809430256,4.243614931237722,1.8565815324165031,5.518776711904934,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
339,pitching,6887d49c18e81770515be072,Adriel Hamilton,68419b4308b7fc5e21e8afa3,,17.0,7.0,2.0,6.0,0.0,3.0,8.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,,5.666666666666667,11.117647058823529,2.4705882352941173,4.764705882352941,9.529411764705882,3.176470588235294,9.460415449914871,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
340,pitching,6840fc4888056169e0078604,Axel Winters,680664c9709b8b12f78c2b83,,119.0,13.0,8.0,16.0,1.0,31.0,23.0,3.0,1.0,0.0,0.0,1.0,14.0,0.0,,39.666666666666664,2.9495798319327733,0.9831932773109244,7.033613445378152,3.6302521008403366,1.8151260504201683,5.099070912099746,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
341,pitching,6879703e762fe1c1e4769847,Isaiah Coleman,68796dd8ee911b762e00736d,,62.0,11.0,2.0,9.0,3.0,17.0,24.0,0.0,3.0,16.0,3.0,2.0,21.0,0.0,,20.666666666666668,4.790322580645161,1.596774193548387,7.403225806451612,3.919354838709677,0.8709677419354839,4.109371806651115,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
342,pitching,6805db0cac48194de3cd403a,D. Canales,6808246f1f942c4511716715,,349.0,55.0,18.0,51.0,14.0,126.0,92.0,9.0,6.0,14.0,2.0,1.0,31.0,15.0,,116.33333333333333,4.255014326647565,1.2292263610315186,9.74785100286533,3.9455587392550147,1.3925501432664757,4.2760230683204,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
343,pitching,68e73b3bc82e39151b7987a5,Dwigt Underwood,68e739fdc82e39151b79878e,,398.0,60.0,14.0,70.0,13.0,138.0,108.0,8.0,7.0,0.0,0.0,2.0,21.0,21.0,,132.66666666666666,4.07035175879397,1.341708542713568,9.361809045226131,4.748743718592965,0.9497487437185931,3.9228748055164093,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
344,pitching,68af38d89c3c55a34cf25cfe,B. Medina,68af35507d5388c228803f89,,236.0,69.0,16.0,41.0,15.0,64.0,100.0,3.0,4.0,2.0,1.0,2.0,40.0,0.0,,78.66666666666667,7.894067796610169,1.792372881355932,7.322033898305084,4.690677966101695,1.830508474576271,5.907075469855052,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
345,pitching,68410f6d554d8039701f1941,Joan Leach,68068db3f9b67839f528ba3b,,240.0,44.0,13.0,41.0,9.0,79.0,80.0,2.0,4.0,4.0,1.0,4.0,34.0,0.0,,80.0,4.95,1.5125,8.8875,4.6125,1.4625,4.767033096973696,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
346,pitching,6886ff2752ac11f34e25081f,Vincent Nikolovski,6886fc0840f292b1184c13bc,,180.0,47.0,13.0,33.0,7.0,48.0,66.0,3.0,1.0,2.0,1.0,2.0,27.0,0.0,,60.0,7.05,1.65,7.2,4.95,1.95,5.971199763640362,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
347,pitching,68410a79e63d9bb872889bbb,Cassiopeia Machava,6807927bce5a952465d7c51d,,36.0,10.0,3.0,5.0,3.0,6.0,15.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,,12.0,7.5,1.6666666666666667,4.5,3.75,2.25,7.004533096973695,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
348,pitching,6887d48118e81770515bb9b2,Debbie Donovan,680e5f047d5b06095ef46ccb,,21.0,4.0,1.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,7.0,5.142857142857143,0.5714285714285714,7.714285714285714,0.0,1.2857142857142858,3.3259616684022673,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
349,pitching,684107e2f7b5d3bf791d68aa,Ashley Walters,6807b079ad144ec1a39c65bb,,211.0,32.0,12.0,26.0,6.0,50.0,75.0,4.0,1.0,3.0,1.0,2.0,32.0,0.0,,70.33333333333333,4.09478672985782,1.4360189573459716,6.398104265402844,3.327014218009479,1.5355450236966826,4.915670537731989,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
350,pitching,6887d48118e81770515bb9ad,Louis Hino,680e5f047d5b06095ef46ccb,,16.0,1.0,1.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,5.333333333333333,1.6875,1.5,1.6875,3.375,1.6875,5.942033096973695,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
351,pitching,6903f79fa7130b0dcffb999c,Lester Nunez,6903f27f3661cfbd8fb5deb1,,180.0,44.0,10.0,40.0,9.0,79.0,58.0,1.0,1.0,1.0,0.0,2.0,30.0,0.0,,60.0,6.6,1.6333333333333333,11.85,6.0,1.5,4.7378664303070295,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
352,pitching,68af35507d5388c228803f96,Ali Hart,68af35507d5388c228803f89,,355.0,68.0,25.0,59.0,12.0,74.0,119.0,5.0,7.0,0.0,2.0,1.0,19.0,18.0,,118.33333333333333,5.171830985915493,1.504225352112676,5.6281690140845075,4.487323943661972,1.9014084507042255,6.050307744861019,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
353,pitching,6903f27f3661cfbd8fb5debc,Quackers Bone,6903f27f3661cfbd8fb5deb1,,65.0,10.0,3.0,9.0,2.0,21.0,18.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,,21.666666666666668,4.153846153846153,1.2461538461538462,8.723076923076922,3.738461538461538,1.2461538461538462,4.13914848158908,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
354,pitching,6903c2a4bffe2b064944ee20,Adalynn Larsson,690392510eddc2cb91160c08,,362.0,106.0,29.0,56.0,14.0,87.0,151.0,1.0,16.0,0.0,0.0,3.0,21.0,21.0,,120.66666666666667,7.906077348066298,1.7154696132596685,6.488950276243093,4.176795580110497,2.1629834254143647,6.1771850306753535,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
355,pitching,6886fde1ce0b8a1e2e56e880,Emie O'Sullivan,6886fc0840f292b1184c13bc,,173.0,25.0,10.0,27.0,3.0,47.0,55.0,3.0,1.0,4.0,2.0,0.0,27.0,0.0,,57.666666666666664,3.901734104046243,1.4219653179190752,7.335260115606936,4.213872832369942,1.560693641618497,4.939504195239591,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
356,pitching,6887d47a18e81770515bb1f8,Loretta Huff,680b055fcb7a15e5259d2c5f,,31.0,8.0,3.0,4.0,1.0,5.0,13.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,,10.333333333333334,6.967741935483871,1.6451612903225805,4.354838709677419,3.4838709677419355,2.6129032258064515,7.012597613102727,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
357,pitching,68796ea0d109b6600af1d171,Gloria Woods,68796dd8ee911b762e00736d,,230.0,52.0,17.0,25.0,15.0,58.0,88.0,3.0,5.0,1.0,1.0,2.0,38.0,0.0,,76.66666666666667,6.104347826086956,1.4739130434782608,6.808695652173912,2.934782608695652,1.9956521739130433,5.6893157056693475,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
358,pitching,6887d47518e81770515baaba,Piddle Trout,680a505c87875f7f639d0379,,15.0,4.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,5.0,7.2,1.4,3.6,3.6,1.8,6.954533096973696,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
359,pitching,6840fc34ed58166c1895a91a,Purple Stanley,680664c9709b8b12f78c2b83,,462.0,64.0,20.0,50.0,11.0,141.0,146.0,12.0,5.0,0.0,0.0,1.0,22.0,22.0,,154.0,3.74025974025974,1.2727272727272727,8.24025974025974,2.9220779220779223,1.1688311688311688,3.799987642428241,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
360,pitching,684107ba54a7fbd4133871f1,V. Whelan,6807927bce5a952465d7c51d,,472.0,80.0,22.0,85.0,14.0,161.0,151.0,7.0,11.0,0.0,0.0,1.0,25.0,25.0,,157.33333333333334,4.576271186440677,1.5,9.209745762711863,4.86228813559322,1.2584745762711864,4.413431402058441,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
361,pitching,6903c2b2c09ee5e899970bf3,N. Buzz,690392510eddc2cb91160c08,,247.0,54.0,15.0,43.0,14.0,80.0,83.0,1.0,9.0,0.0,1.0,2.0,13.0,13.0,,82.33333333333333,5.902834008097166,1.5303643724696356,8.744939271255062,4.700404858299596,1.639676113360324,5.256557388471672,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
362,pitching,68417e49183c892d88a1014d,Lily Mikhaylov,68068863ce5a952465d7b88f,,235.0,45.0,13.0,48.0,7.0,49.0,77.0,2.0,3.0,5.0,1.0,3.0,32.0,0.0,,78.33333333333333,5.170212765957447,1.595744680851064,5.629787234042554,5.514893617021277,1.4936170212765958,5.767299054420505,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
363,pitching,6903c2f4b79e149d1577df2b,Henrietta Dunn,690392510eddc2cb91160c08,,55.0,11.0,6.0,11.0,5.0,10.0,19.0,1.0,3.0,15.0,5.0,3.0,20.0,0.0,,18.333333333333332,5.4,1.6363636363636365,4.909090909090909,5.4,2.9454545454545458,8.536351278791878,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
364,pitching,6886fe0f40f292b1184c13c0,Darren Willis,6886fc0840f292b1184c13bc,,596.0,76.0,29.0,53.0,19.0,265.0,166.0,14.0,9.0,0.0,1.0,1.0,27.0,27.0,,198.66666666666666,3.442953020134228,1.1023489932885906,12.00503355704698,2.401006711409396,1.313758389261745,3.0716471909334273,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
365,pitching,68418fadf415a392f7340047,Cassette Blackwell,680a505c87875f7f639d0379,,10.0,9.0,3.0,4.0,1.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,3.3333333333333335,24.299999999999997,3.0,10.799999999999999,10.799999999999999,8.1,16.554533096973696,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
366,pitching,68410039925dd4f9d72abdf3,Edgar Lowe,680aa067c68e9f3ac834d8d5,,243.0,29.0,3.0,29.0,14.0,74.0,67.0,6.0,1.0,0.0,2.0,4.0,32.0,1.0,,81.0,3.2222222222222223,1.1851851851851851,8.222222222222221,3.2222222222222223,0.3333333333333333,3.001446677220609,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
367,pitching,6845b7a9554d8039701f20d8,Crumble van Wijk,68077beaee9f269dec7251e9,,153.0,29.0,10.0,19.0,3.0,59.0,48.0,8.0,2.0,1.0,1.0,5.0,26.0,0.0,,51.0,5.117647058823529,1.3137254901960784,10.411764705882353,3.3529411764705883,1.7647058823529411,4.283944861679577,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
368,pitching,68441f53896f631e9d689783,Jupiter Okamoto,6807c5cd4251378d1ace10ba,,172.0,43.0,11.0,22.0,9.0,36.0,67.0,1.0,5.0,4.0,1.0,0.0,23.0,0.0,,57.333333333333336,6.75,1.5523255813953487,5.651162790697674,3.453488372093023,1.7267441860465116,5.614998213252765,Isosceles,6805db0cac48194de3cd3fe9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesser
