,,player_id,player_name,team_id,singles,doubles,triples,home_runs,at_bats,walked,hit_by_pitch,plate_appearances,stolen_bases,caught_stealing,struck_out,runs,runs_batted_in,sac_flies,groundouts,flyouts,popouts,lineouts,positiontype,hitting,TB,BA,OBP,SLG,OPS,BABIP,SB%,K%,BB%,ISO
league,431,6841a92de63d9bb87288a020,Dustin Channingford,680e5f047d5b06095ef46ccb,64,20,4,16,359,33,8,406,22,11,83,57,50,4,75,39,26,21,,104,180,0.28969359331476324,0.36,0.5013927576601671,0.860303648749276,0.3333333333333333,0.6666666666666666,0.2044334975369458,0.0812807881773399,0.21169916434540387
league,432,6887d44818e81770515b6a7c,Stan Hovhannisyan,68066e2b9edf4f7b46032650,36,9,0,9,227,26,10,268,6,1,56,29,23,2,63,22,14,12,,54,90,0.23788546255506607,0.34,0.3964757709251101,0.736098412434544,0.27439024390243905,0.8571428571428571,0.208955223880597,0.09701492537313433,0.15859030837004404
league,433,68417da88d67c531e89fe450,Flora Vermeulen,68068863ce5a952465d7b88f,72,15,4,5,373,36,12,424,26,5,83,40,32,1,91,37,20,30,,96,134,0.257372654155496,0.34,0.35924932975871315,0.7004815572468648,0.3181818181818182,0.8387096774193549,0.1957547169811321,0.08490566037735849,0.10187667560321717
league,434,68f1a1f61921b86d48138134,Polycarp Poole,68f19da81f851289ff7cffe4,11,1,1,2,101,13,1,117,3,1,35,10,7,1,22,13,7,8,,15,24,0.1485148514851485,0.25,0.2376237623762376,0.4876237623762376,0.2,0.75,0.29914529914529914,0.1111111111111111,0.0891089108910891
league,435,6886fcf6ce0b8a1e2e56e87b,Flex Steps,6886fc0840f292b1184c13bc,70,9,1,22,403,44,12,466,13,9,105,65,51,5,98,40,23,24,,102,179,0.2531017369727047,0.34,0.4441687344913151,0.7846859758706255,0.2846975088967972,0.5909090909090909,0.22532188841201717,0.0944206008583691,0.1910669975186104
league,436,68417dde54a7fbd4133875d4,Renata Knežević,68068863ce5a952465d7b88f,26,8,0,4,183,21,7,215,3,1,34,18,16,1,57,25,8,15,,38,58,0.20765027322404372,0.31,0.31693989071038253,0.6282606454273636,0.2328767123287671,0.75,0.15813953488372093,0.09767441860465116,0.10928961748633881
league,437,68419a6f08b7fc5e21e8af97,Maybelline Riggs,68065ab9709b8b12f78c2a9e,52,12,3,20,335,31,18,390,17,1,89,52,50,5,70,45,18,11,,87,165,0.25970149253731345,0.35,0.4925373134328358,0.8421517093197253,0.29004329004329005,0.9444444444444444,0.2282051282051282,0.07948717948717948,0.23283582089552235
league,438,68419b74ec9dc637cfd0cfae,Pascal Thornton,68419b4308b7fc5e21e8afa3,10,2,1,0,81,6,4,93,4,0,16,13,4,2,21,11,9,7,,13,17,0.16049382716049382,0.25,0.20987654320987653,0.4571883711668658,0.19402985074626866,1.0,0.17204301075268819,0.06451612903225806,0.04938271604938271
league,439,6887d44918e81770515b6c6f,Christine Norris,68068863ce5a952465d7b88f,48,7,0,10,251,28,7,289,17,7,54,36,36,3,65,31,12,11,,65,102,0.2589641434262948,0.35,0.4063745019920319,0.7523952632377067,0.2894736842105263,0.7083333333333334,0.18685121107266436,0.09688581314878893,0.1474103585657371
league,440,68410021e2d7557e153cc418,Eliza Marsden,6807b91cad144ec1a39c6640,64,19,1,24,424,26,14,470,22,11,113,61,62,1,109,37,15,26,,108,201,0.25471698113207547,0.32,0.4740566037735849,0.792336173666058,0.2916666666666667,0.6666666666666666,0.2404255319148936,0.05531914893617021,0.2193396226415094
league,441,68d7e3f07eb99bd088f7979b,Victor Greco,68d7e389595d58990475cfda,42,11,1,9,338,49,7,403,15,4,106,38,43,6,77,44,17,21,,63,103,0.1863905325443787,0.3,0.3047337278106509,0.6022337278106509,0.23580786026200873,0.7894736842105263,0.2630272952853598,0.12158808933002481,0.11834319526627218
league,442,687507911566024b8df81552,Laura Jin,68750273e326fdcbc2ee201d,8,3,0,0,41,2,1,44,0,1,11,2,2,0,13,2,0,2,,11,14,0.2682926829268293,0.32,0.34146341463414637,0.6596452328159645,0.36666666666666664,0.0,0.25,0.045454545454545456,0.07317073170731708
league,443,68411c3e295b2368c0ac77fc,Jodi Clark,6808246f1f942c4511716715,64,18,2,12,370,34,8,416,11,4,67,58,54,1,94,48,26,29,,96,154,0.2594594594594595,0.33,0.41621621621621624,0.7503566520515673,0.2876712328767123,0.7333333333333333,0.16105769230769232,0.08173076923076923,0.15675675675675677
league,444,68410a6be63d9bb872889bba,John Goossens,680848f06f38e1fcb9f6f1bb,62,16,2,18,401,44,8,462,14,2,102,62,63,6,82,60,17,33,,98,172,0.24438902743142144,0.33,0.428927680798005,0.75572506641892,0.2787456445993031,0.875,0.22077922077922077,0.09523809523809523,0.18453865336658354
league,445,68411a7e295b2368c0ac77ea,Gail Mercer,6809cdb51d2800e67a866891,42,14,1,5,342,29,11,384,11,4,131,29,19,0,62,32,23,19,,62,93,0.18128654970760233,0.27,0.2719298245614035,0.5389455313676863,0.2766990291262136,0.7333333333333333,0.3411458333333333,0.07552083333333333,0.09064327485380119
league,446,6903c23bb79e149d1577df26,Clayton Rousseau,690392510eddc2cb91160c08,37,9,1,9,299,34,10,346,9,8,95,28,32,1,68,23,23,28,,56,94,0.18729096989966554,0.29,0.31438127090301005,0.6050789453216148,0.23979591836734693,0.5294117647058824,0.2745664739884393,0.09826589595375723,0.1270903010033445
league,447,6840fc8154a7fbd413386edc,Lynn Arslan,68086624089c4cd53528e758,68,15,3,14,370,57,9,440,21,6,89,49,48,3,70,57,15,26,,100,163,0.2702702702702703,0.38,0.44054054054054054,0.8186726589915656,0.31851851851851853,0.7777777777777778,0.20227272727272727,0.12954545454545455,0.17027027027027025
league,448,6845b194f415a392f734045b,Fernando Wild,68077beaee9f269dec7251e9,64,21,3,23,392,31,21,452,18,10,76,69,71,4,99,45,27,18,,111,207,0.28316326530612246,0.36,0.5280612244897959,0.8919005102040816,0.2962962962962963,0.6428571428571429,0.168141592920354,0.06858407079646017,0.2448979591836734
league,449,689a6b546f033beaecd99188,Marion Jovanović,689a686a19fb922f37f625d7,56,17,2,12,370,32,16,422,11,8,98,38,43,3,85,47,17,24,,87,144,0.23513513513513515,0.32,0.3891891891891892,0.7098542723245811,0.28517110266159695,0.5789473684210527,0.23222748815165878,0.07582938388625593,0.15405405405405406
league,450,68410d0cf7b5d3bf791d6916,Tony Mercedes,680848f06f38e1fcb9f6f1bb,78,7,1,17,356,37,8,407,15,8,56,53,57,4,87,48,24,26,,103,163,0.2893258426966292,0.37,0.45786516853932585,0.8232972673047579,0.29965156794425085,0.6521739130434783,0.1375921375921376,0.09090909090909091,0.16853932584269665
league,451,684112e3925dd4f9d72ac075,Eizabeth Pascal,68066e2b9edf4f7b46032650,67,16,0,19,361,47,14,428,19,9,82,57,59,3,76,47,20,25,,102,175,0.28254847645429365,0.38,0.48476454293628807,0.868293954700994,0.3155893536121673,0.6785714285714286,0.19158878504672897,0.10981308411214953,0.20221606648199442
league,452,68410595e63d9bb872889b2e,Ivanova Waddell,68080deac78ad8242ad625a6,75,18,2,18,406,31,14,466,19,8,80,59,62,8,92,62,15,25,,113,189,0.27832512315270935,0.34,0.46551724137931033,0.8097438209000075,0.30063291139240506,0.7037037037037037,0.17167381974248927,0.06652360515021459,0.18719211822660098
league,453,6841fd11f7b5d3bf791d6d03,Rick Juarez,68069a789edf4f7b46032846,4,0,1,0,11,3,0,14,1,0,1,2,0,0,2,1,0,2,,5,7,0.45454545454545453,0.57,0.6363636363636364,1.2077922077922079,0.5,1.0,0.07142857142857142,0.21428571428571427,0.18181818181818182
league,454,68af36ae9c3c55a34cf25cf5,Jasmine Koç,68af35507d5388c228803f89,38,7,0,16,374,40,11,432,8,2,105,42,51,3,100,49,24,28,,61,116,0.16310160427807488,0.26,0.31016042780748665,0.5718426707981408,0.17578125,0.8,0.24305555555555555,0.09259259259259259,0.14705882352941177
league,455,687507dfc464d565b8099515,Pogo-Stick Case,68750273e326fdcbc2ee201d,4,3,1,1,41,7,0,48,3,1,11,6,4,0,8,8,2,2,,9,17,0.21951219512195122,0.33,0.4146341463414634,0.7479674796747967,0.27586206896551724,0.75,0.22916666666666666,0.14583333333333334,0.19512195121951217
league,456,6840fc9d144e874e6deb824b,Buck Nikolić,6812ebfb21bca5921ffa8d10,31,7,1,9,179,18,6,206,7,0,49,23,32,2,39,16,4,19,,48,84,0.2681564245810056,0.35,0.4692737430167598,0.8204932552118818,0.3170731707317073,1.0,0.23786407766990292,0.08737864077669903,0.2011173184357542
league,457,68e739fdc82e39151b798791,Lorraine Solanki,68e739fdc82e39151b79878e,10,6,0,2,82,10,1,95,6,2,25,14,13,0,19,14,5,2,,18,30,0.21951219512195122,0.31,0.36585365853658536,0.6776816155258327,0.2909090909090909,0.75,0.2631578947368421,0.10526315789473684,0.14634146341463414
league,458,6805db0cac48194de3cd4038,Henrietta Dubois,6807c5cd4251378d1ace10ba,42,20,1,23,359,50,19,433,24,13,84,54,48,5,85,49,19,24,,86,177,0.2395543175487465,0.36,0.49303621169916434,0.851003879135654,0.245136186770428,0.6486486486486487,0.19399538106235567,0.11547344110854503,0.25348189415041783
league,459,6887d44318e81770515b6377,Marcell Internet,6805db0dac48194de3cd4160,15,7,1,1,96,14,2,113,6,2,37,15,12,0,16,6,6,4,,24,36,0.25,0.36,0.375,0.7321428571428572,0.39655172413793105,0.75,0.3274336283185841,0.12389380530973451,0.125
league,460,68417de854a7fbd4133875d5,Kathy Persson,68068863ce5a952465d7b88f,58,13,2,13,413,25,18,462,20,11,106,44,55,2,101,48,31,29,,86,142,0.20823244552058112,0.28,0.34382566585956414,0.6254850545058523,0.24662162162162163,0.6451612903225806,0.22943722943722944,0.05411255411255411,0.13559322033898302
league,461,68410adb54a7fbd41338725f,Oliver Petrović,680848f06f38e1fcb9f6f1bb,57,17,3,21,403,57,17,480,18,6,119,67,46,2,91,38,20,21,,98,184,0.24317617866004962,0.36,0.456575682382134,0.8156571020063511,0.29056603773584905,0.75,0.24791666666666667,0.11875,0.21339950372208435
league,462,6887d44618e81770515b682a,Sergei Cherub,68065ab9709b8b12f78c2a9e,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,,1.0,,,,,0.0,1.0,
league,463,684102ca295b2368c0ac75a9,Mollie McCoy,68068db3f9b67839f528ba3b,55,17,3,11,363,35,14,418,15,6,84,48,45,2,91,45,14,34,,86,142,0.2369146005509642,0.33,0.39118457300275483,0.717271529524494,0.2777777777777778,0.7142857142857143,0.20095693779904306,0.08373205741626795,0.15426997245179064
league,464,6887d48118e81770515bb9a6,Xavier Noel,680e5f047d5b06095ef46ccb,2,0,0,0,4,0,0,4,0,0,1,0,0,0,1,0,0,0,,2,2,0.5,0.5,0.5,1.0,0.6666666666666666,,0.25,0.0,0.0
league,465,6887d46018e81770515b8d59,Ralph Müller,68080deac78ad8242ad625a6,7,3,0,4,66,8,1,75,0,2,29,8,6,0,13,5,0,6,,14,29,0.21212121212121213,0.31,0.4393939393939394,0.7460606060606061,0.30303030303030304,0.0,0.38666666666666666,0.10666666666666667,0.22727272727272727
league,466,689a686a19fb922f37f625db,Iry Böhm,689a686a19fb922f37f625d7,12,2,0,1,76,12,5,95,5,0,28,5,13,1,14,7,3,6,,15,20,0.19736842105263158,0.34,0.2631578947368421,0.6035834266517357,0.2916666666666667,1.0,0.29473684210526313,0.12631578947368421,0.06578947368421051
league,467,6903f27f3661cfbd8fb5deb5,Joshua Galvan,6903f27f3661cfbd8fb5deb1,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,2,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,,0.3333333333333333,0.0,0.0
league,468,6840fd9f896f631e9d688ed2,John Bertrand,68068db3f9b67839f528ba3b,81,18,3,18,432,40,13,487,39,12,101,77,51,1,107,43,29,21,,120,198,0.2777777777777778,0.36,0.4583333333333333,0.8143004115226338,0.3248407643312102,0.7647058823529411,0.20739219712525667,0.08213552361396304,0.18055555555555552
league,469,6840fbd3925dd4f9d72abbbf,Tammy Vera,6812ebfb21bca5921ffa8d10,19,6,2,2,118,13,5,136,2,2,29,15,16,0,27,15,7,6,,29,45,0.2457627118644068,0.35,0.3813559322033898,0.7269441674975075,0.3103448275862069,0.5,0.21323529411764705,0.09558823529411764,0.13559322033898302
league,470,6841c5e2554d8039701f1da5,Mamie Mitra,680e477a7d5b06095ef46ad1,63,15,2,10,378,66,12,463,11,10,80,56,50,6,81,66,22,26,Batter,90,139,0.23809523809523808,0.36,0.36772486772486773,0.7313612313612314,0.272108843537415,0.5238095238095238,0.17278617710583152,0.14254859611231102,0.12962962962962965
league,471,6864c45977149281c81ea8e4,Gina Batista,6864c3f593ee59ce6e2dc497,61,19,4,24,379,39,8,437,13,7,83,61,71,8,90,49,16,22,,108,207,0.2849604221635884,0.36,0.5461741424802111,0.9033169996230683,0.3,0.65,0.18993135011441648,0.08924485125858124,0.2612137203166227
league,472,6841c6f9e63d9bb87288a08c,Alfred Tanner,680e477a7d5b06095ef46ad1,57,22,2,21,437,35,12,491,15,5,102,67,57,3,101,53,17,42,Batter,102,191,0.2334096109839817,0.31,0.43707093821510296,0.7430257636771153,0.2555205047318612,0.75,0.20773930753564154,0.07128309572301425,0.20366132723112126
league,473,6887d44918e81770515b6c73,Bertha Lange,68068863ce5a952465d7b88f,1,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,,1,1,0.5,0.5,0.5,1.0,1.0,,0.5,0.0,0.0
league,474,684120d8e2d7557e153cc6df,Daisy Gwynn,6808246f1f942c4511716715,61,15,2,11,378,36,17,439,19,8,93,59,46,3,98,28,24,29,,89,141,0.23544973544973544,0.33,0.373015873015873,0.700204813108039,0.2815884476534296,0.7037037037037037,0.21184510250569477,0.08200455580865604,0.1375661375661376
league,475,68870a9331a33266cc234551,Luis Donovan,6807ce932d90bd2924b77a08,65,22,4,16,414,35,8,463,21,7,114,43,58,0,93,41,17,25,,107,185,0.2584541062801932,0.33,0.4468599033816425,0.7750874744976162,0.3204225352112676,0.75,0.24622030237580994,0.0755939524838013,0.18840579710144928
league,476,6887d47718e81770515bad80,Yahoo Porras,680aa067c68e9f3ac834d8d5,0,0,0,1,10,2,0,11,0,1,3,2,1,0,2,2,1,1,,1,4,0.1,0.25,0.4,0.65,0.0,0.0,0.2727272727272727,0.18181818181818182,0.30000000000000004
league,477,689a69fc21e8c4c568fd12f3,Etheridge Singh,689a686a19fb922f37f625d7,74,17,0,22,394,33,11,439,36,2,79,59,54,0,76,51,25,34,,113,196,0.2868020304568528,0.36,0.49746192893401014,0.855909417518485,0.310580204778157,0.9473684210526315,0.17995444191343962,0.07517084282460136,0.21065989847715733
league,478,6887d45718e81770515b80b2,Cobalt Mikhaylova,68077beaee9f269dec7251e9,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,,0,0,0.0,0.5,0.0,0.5,,,0.5,0.0,0.0
league,479,68870c8d8519fedd794af966,Grumble Marichal,6807ce932d90bd2924b77a08,70,24,3,25,425,43,15,489,13,9,103,79,58,3,90,51,31,22,,122,227,0.28705882352941176,0.37,0.5341176470588235,0.9044880174291938,0.3233333333333333,0.5909090909090909,0.21063394683026584,0.08793456032719836,0.24705882352941172
league,480,6845781a295b2368c0ac7dbb,Ally Cunningham,681e92c41017959663077c0c,62,20,2,17,422,28,13,473,24,6,100,68,53,7,100,62,20,26,,101,176,0.23933649289099526,0.3,0.41706161137440756,0.7191892709488756,0.2692307692307692,0.8,0.21141649048625794,0.05919661733615222,0.1777251184834123
league,481,68f9208985bfb4d8eac4e48f,Cora Evans,68f9208985bfb4d8eac4e489,18,4,2,6,141,20,4,169,12,2,41,21,20,3,29,19,9,8,,30,56,0.2127659574468085,0.32,0.3971631205673759,0.7185916919959474,0.24742268041237114,0.8571428571428571,0.24260355029585798,0.11834319526627218,0.1843971631205674
league,482,68410577ec9dc637cfd0cb7e,Xueqin Colin,68080deac78ad8242ad625a6,43,10,2,11,356,51,13,429,26,5,85,44,42,4,83,54,12,38,,66,113,0.1853932584269663,0.31,0.31741573033707865,0.6240195039219842,0.20833333333333334,0.8387096774193549,0.19813519813519814,0.11888111888111888,0.13202247191011235
league,483,6840fa87896f631e9d688d22,Crust Pichler,68086624089c4cd53528e758,45,11,1,15,330,38,19,393,11,8,89,49,49,2,70,57,16,16,,72,130,0.21818181818181817,0.33,0.3939393939393939,0.7255589312144581,0.25,0.5789473684210527,0.22646310432569974,0.09669211195928754,0.17575757575757575
league,484,6840fc83ec9dc637cfd0c89a,Bat Takeover,68068db3f9b67839f528ba3b,48,17,4,17,359,44,8,413,13,3,76,52,45,2,98,29,15,34,,86,162,0.2395543175487465,0.33,0.45125348189415043,0.7853939177295015,0.2574626865671642,0.8125,0.18401937046004843,0.10653753026634383,0.21169916434540392
league,485,684114a108b7fc5e21e8ad01,Ido Glass,68066e2b9edf4f7b46032650,59,18,0,13,408,58,7,479,21,9,134,51,52,2,72,56,20,20,,90,147,0.22058823529411764,0.33,0.3602941176470588,0.686609907120743,0.29277566539923955,0.7,0.2797494780793319,0.12108559498956159,0.13970588235294118
league,486,68411e17144e874e6deb8660,Oscar Salas,6808246f1f942c4511716715,1,1,0,0,12,0,0,12,0,0,2,1,0,0,2,3,1,2,,2,3,0.16666666666666666,0.17,0.25,0.41666666666666663,0.2,,0.16666666666666666,0.0,0.08333333333333334
league,487,6840fb4a183c892d88a0fa51,Polycarp Gaines,68086624089c4cd53528e758,49,23,0,22,399,29,16,449,20,3,98,54,59,4,96,64,20,14,,94,183,0.23558897243107768,0.31,0.45864661654135336,0.7689144736842105,0.254416961130742,0.8695652173913043,0.2182628062360802,0.0645879732739421,0.22305764411027568
league,488,6887d49c18e81770515be064,Yadier Denham,68419b4308b7fc5e21e8afa3,0,1,0,0,13,0,0,12,0,0,8,0,0,0,1,1,1,0,,1,2,0.07692307692307693,0.08,0.15384615384615385,0.23076923076923078,0.2,,0.6666666666666666,0.0,0.07692307692307693
league,489,6887d47518e81770515baaaa,Sneakers Kong,680a505c87875f7f639d0379,4,0,0,1,46,8,4,55,1,1,13,6,4,0,15,2,5,3,,5,8,0.10869565217391304,0.29,0.17391304347826086,0.4670164917541229,0.125,0.5,0.23636363636363636,0.14545454545454545,0.06521739130434782
league,490,68419d3e08b7fc5e21e8afac,Larry Morales,68419b4308b7fc5e21e8afa3,2,0,0,0,13,2,0,16,1,0,5,0,1,0,3,2,0,2,,2,2,0.15384615384615385,0.27,0.15384615384615385,0.4205128205128205,0.25,1.0,0.3125,0.125,0.0
league,491,6864c40c93ee59ce6e2dc499,Catherine the Third,6864c3f593ee59ce6e2dc497,32,13,1,12,270,29,10,315,10,9,74,33,29,2,65,29,14,21,,58,109,0.21481481481481482,0.31,0.40370370370370373,0.7156008098130284,0.24731182795698925,0.5263157894736842,0.23492063492063492,0.09206349206349207,0.1888888888888889
league,492,6840fbb5554d8039701f14b0,Philip Dumplings,6812ebfb21bca5921ffa8d10,10,0,0,2,62,10,3,76,3,1,17,11,6,0,23,4,4,2,,12,18,0.1935483870967742,0.33,0.2903225806451613,0.6236559139784946,0.23255813953488372,0.75,0.2236842105263158,0.13157894736842105,0.09677419354838712
league,493,6840fb1ae2d7557e153cc1b6,Fernando Barnard,6812ebfb21bca5921ffa8d10,29,10,0,5,160,17,3,180,9,4,47,29,29,0,22,19,9,12,,44,69,0.275,0.36,0.43125,0.7868055555555555,0.3611111111111111,0.6923076923076923,0.2611111111111111,0.09444444444444444,0.15625
league,494,6864c486cb97d58aa8ba070c,Lila George,6864c3f593ee59ce6e2dc497,42,12,3,14,320,36,9,370,12,4,78,39,40,4,60,60,20,22,,71,131,0.221875,0.31,0.409375,0.7237381436314363,0.24568965517241378,0.75,0.21081081081081082,0.0972972972972973,0.1875
league,495,68796f10dad0efab0b891698,Whitney Benson,68796dd8ee911b762e00736d,52,15,1,16,401,43,13,464,12,7,124,58,51,3,80,53,19,22,,84,149,0.20947630922693267,0.3,0.371571072319202,0.6759188984061586,0.25757575757575757,0.631578947368421,0.2672413793103448,0.09267241379310345,0.16209476309226933
league,496,68412dfe08b7fc5e21e8adf8,Fannie Carew,6807b91cad144ec1a39c6640,73,23,1,17,364,31,9,407,23,8,53,55,62,2,84,47,22,24,,114,190,0.3131868131868132,0.38,0.521978021978022,0.9012883668056082,0.3277027027027027,0.7419354838709677,0.13022113022113022,0.07616707616707617,0.20879120879120883
league,497,6841082af415a392f733fc6d,Cole Costello,68068db3f9b67839f528ba3b,52,14,3,13,349,30,14,399,14,8,98,51,42,3,83,34,19,21,,82,141,0.2349570200573066,0.32,0.4040114613180516,0.7221932794998698,0.2863070539419087,0.6363636363636364,0.24561403508771928,0.07518796992481203,0.169054441260745
league,498,6864c49077149281c81ea8ea,Leilani Hailu,6864c3f593ee59ce6e2dc497,75,14,0,10,421,41,14,479,21,7,112,64,38,2,95,55,25,22,,99,143,0.23515439429928742,0.32,0.33966745843230406,0.6618431906498773,0.2956810631229236,0.75,0.23382045929018788,0.08559498956158663,0.10451306413301664
league,499,68419b74ec9dc637cfd0cfae,Ellen Pan,68419b4308b7fc5e21e8afa3,11,3,0,0,76,12,2,92,6,1,25,15,8,1,15,8,4,7,,14,17,0.18421052631578946,0.31,0.2236842105263158,0.5313765182186235,0.2692307692307692,0.8571428571428571,0.2717391304347826,0.13043478260869565,0.03947368421052633
league,500,68f9213985bfb4d8eac4e4a0,Marcus Belmonte,68f9208985bfb4d8eac4e489,38,14,0,14,295,34,8,341,17,6,77,40,39,3,64,33,22,23,,66,122,0.22372881355932203,0.32,0.4135593220338983,0.7312063808574276,0.25120772946859904,0.7391304347826086,0.22580645161290322,0.09970674486803519,0.18983050847457625
league,501,6840ff61896f631e9d688f8c,Ronnie Murray,6808246f1f942c4511716715,56,18,0,21,384,54,12,459,20,3,67,63,73,5,94,62,24,34,,95,176,0.24739583333333334,0.35,0.4583333333333333,0.8121794871794872,0.24584717607973422,0.8695652173913043,0.14596949891067537,0.11764705882352941,0.21093749999999997
league,502,6840fb6a183c892d88a0fa6a,DJ Shoebill,6807c8564251378d1ace110c,1,0,0,0,8,0,1,9,0,0,2,0,2,0,2,2,0,1,,1,1,0.125,0.22,0.125,0.3472222222222222,0.16666666666666666,,0.2222222222222222,0.0,0.0
league,503,68411a50554d8039701f1a28,Billie Rivas,6809cdb51d2800e67a866891,41,7,0,9,314,57,11,388,9,6,106,32,32,3,64,39,13,13,,57,91,0.18152866242038215,0.32,0.2898089171974522,0.614484241872777,0.2376237623762376,0.6,0.27319587628865977,0.14690721649484537,0.10828025477707007
league,504,6841083ce63d9bb872889b7c,Sam Alhussan,6807b079ad144ec1a39c65bb,61,17,0,20,415,45,16,481,25,8,112,60,54,3,89,50,23,30,,98,175,0.236144578313253,0.33,0.42168674698795183,0.7536282918731293,0.2727272727272727,0.7575757575757576,0.23284823284823286,0.09355509355509356,0.18554216867469883
league,505,6841af60e63d9bb87288a02b,Rick Somersbyshire,680e477a7d5b06095ef46ad1,59,15,2,14,361,45,19,429,11,15,92,48,47,1,86,23,16,27,Batter,90,151,0.24930747922437674,0.36,0.4182825484764543,0.7797848958942947,0.296875,0.4230769230769231,0.21445221445221446,0.1048951048951049,0.16897506925207756
league,506,68af355bbf1802efca233fb1,Roger Ellington,68af35507d5388c228803f89,48,16,1,12,332,36,13,387,12,7,100,42,49,4,71,45,12,15,,77,131,0.2319277108433735,0.33,0.39457831325301207,0.7218510405257393,0.29017857142857145,0.631578947368421,0.25839793281653745,0.09302325581395349,0.16265060240963858
league,507,6841076a925dd4f9d72abf65,Piter Phelan,68100c08c541cfa149e721e3,87,17,3,5,426,57,13,505,29,8,111,66,46,7,78,53,20,38,,112,150,0.26291079812206575,0.36,0.352112676056338,0.7139417019012684,0.33753943217665616,0.7837837837837838,0.2198019801980198,0.11287128712871287,0.08920187793427226
league,508,68796ff9d109b6600af1d176,Dean Dempsey,68796dd8ee911b762e00736d,38,12,0,7,238,27,7,280,12,6,57,32,36,5,47,28,12,29,,57,90,0.23949579831932774,0.33,0.37815126050420167,0.7066711160998695,0.27932960893854747,0.6666666666666666,0.20357142857142857,0.09642857142857143,0.13865546218487393
league,509,68af3629244efd545e5682ef,Internet Sharipov,68af35507d5388c228803f89,64,9,4,11,436,24,14,484,21,8,125,50,41,5,105,52,22,31,,88,138,0.2018348623853211,0.26,0.3165137614678899,0.5795617781693513,0.25245901639344265,0.7241379310344828,0.25826446280991733,0.049586776859504134,0.11467889908256879
league,510,68411aa2183c892d88a0ff57,Janice Mooney,6809cdb51d2800e67a866891,62,16,0,10,385,42,9,440,25,10,91,49,30,1,94,52,15,31,,88,134,0.22857142857142856,0.32,0.34805194805194806,0.6661297512556094,0.2736842105263158,0.7142857142857143,0.20681818181818182,0.09545454545454546,0.11948051948051949
league,511,68418eae88056169e0078c81,Caleb van Wijk,680a505c87875f7f639d0379,46,12,3,19,343,41,9,397,14,5,80,49,61,0,82,47,23,14,,80,155,0.23323615160349853,0.33,0.4518950437317784,0.7826838478030252,0.25,0.7368421052631579,0.20151133501259447,0.10327455919395466,0.21865889212827988
league,512,68870d2a1f79b00a978a671a,Faith Russo,6807ce932d90bd2924b77a08,59,13,2,15,362,36,15,420,17,4,83,50,46,5,65,64,21,23,,89,151,0.24585635359116023,0.33,0.4171270718232044,0.7520553014882763,0.275092936802974,0.8095238095238095,0.1976190476190476,0.08571428571428572,0.17127071823204418
league,513,6840fdec295b2368c0ac73d6,Hattie Nørgaard,68067036709b8b12f78c2c2c,59,20,3,18,381,24,7,416,21,5,88,53,51,1,73,54,19,34,,100,180,0.26246719160104987,0.32,0.47244094488188976,0.789632228174868,0.2971014492753623,0.8076923076923077,0.21153846153846154,0.057692307692307696,0.2099737532808399
league,514,68427df8144e874e6deb8aa8,Mia Griffin,680b055fcb7a15e5259d2c5f,77,11,2,22,412,29,11,460,20,6,102,71,63,2,92,42,27,21,,112,193,0.27184466019417475,0.33,0.4684466019417476,0.8032483640562851,0.3103448275862069,0.7692307692307693,0.2217391304347826,0.06304347826086956,0.19660194174757284
league,515,6887d47518e81770515baaac,Noam Arslan,680a505c87875f7f639d0379,0,0,0,0,6,0,0,6,0,0,4,0,0,0,1,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,,0.6666666666666666,0.0,0.0
league,516,6840fbcf554d8039701f14bf,Jennie Cline,6806c5dff9b67839f528be60,64,14,1,11,381,38,12,435,19,3,89,48,42,4,89,50,20,28,,90,139,0.23622047244094488,0.32,0.3648293963254593,0.6866684767852294,0.2771929824561403,0.8636363636363636,0.2045977011494253,0.08735632183908046,0.12860892388451442
league,517,6845f9a2f7b5d3bf791d6fd0,Kirby Doan,68069a789edf4f7b46032846,2,0,0,1,9,2,0,11,0,0,1,3,4,0,2,2,0,0,,3,6,0.3333333333333333,0.45,0.6666666666666666,1.121212121212121,0.2857142857142857,,0.09090909090909091,0.18181818181818182,0.3333333333333333
league,518,68411a8e54a7fbd413387383,Julia McGowan,6809cdb51d2800e67a866891,61,9,0,9,401,31,12,451,11,9,118,35,31,4,99,51,23,20,,79,115,0.1970074812967581,0.27,0.286783042394015,0.5591044709654436,0.2517985611510791,0.55,0.2616407982261641,0.06873614190687362,0.08977556109725687
league,519,6887d49c18e81770515be064,Kelli Geerman,68419b4308b7fc5e21e8afa3,3,2,0,0,42,3,0,46,0,0,18,3,2,0,7,6,2,3,,5,7,0.11904761904761904,0.18,0.16666666666666666,0.34444444444444444,0.20833333333333334,,0.391304347826087,0.06521739130434782,0.047619047619047616
league,520,6887d45818e81770515b81d6,Darlene Kumar,6807927bce5a952465d7c51d,1,1,0,0,8,0,0,8,0,0,0,1,0,0,4,2,0,0,,2,3,0.25,0.25,0.375,0.625,0.25,,0.0,0.0,0.125
