outer_id,inner_id,allowed_stolen_bases,allowed_stolen_bases_risp,assists,assists_risp,at_bats,at_bats_risp,caught_stealing,caught_stealing_risp,double_plays,double_plays_risp,doubles,doubles_risp,field_out,field_out_risp,flyouts,flyouts_risp,force_outs,force_outs_risp,grounded_into_double_play,grounded_into_double_play_risp,groundouts,groundouts_risp,hit_by_pitch,hit_by_pitch_risp,home_runs,home_runs_risp,left_on_base,left_on_base_risp,lineouts,lineouts_risp,plate_appearances,plate_appearances_risp,popouts,popouts_risp,putouts,putouts_risp,reached_on_error,reached_on_error_risp,runners_caught_stealing,runners_caught_stealing_risp,runs,runs_batted_in,runs_batted_in_risp,runs_risp,sac_flies,singles,singles_risp,stolen_bases,stolen_bases_risp,struck_out,struck_out_risp,triples,walked,walked_risp,caught_double_play,caught_double_play_risp,errors,errors_risp,fielders_choice,fielders_choice_risp,appearances,batters_faced,batters_faced_risp,games_finished,outs,pitches_thrown,pitches_thrown_risp,strikeouts,strikeouts_risp,triples_risp,earned_runs,earned_runs_risp,hit_batters,hit_batters_risp,hits_allowed,hits_allowed_risp,home_runs_allowed,home_runs_allowed_risp,losses,mound_visits,quality_starts,starts,walks,walks_risp,wins,complete_games,ejected,unearned_runs,unearned_runs_risp,balks,balks_risp,inherited_runners,inherited_runners_risp,inherited_runs_allowed,inherited_runs_allowed_risp,blown_saves,saves,sacrifice_double_plays,sacrifice_double_plays_risp,shutouts,no_hitters
6805db0dac48194de3cd4160,6805db0dac48194de3cd4161,98.0,27.0,36.0,25.0,244.0,71.0,4.0,1.0,8.0,8.0,6.0,2.0,99.0,28.0,23.0,8.0,8.0,2.0,4.0,1.0,56.0,14.0,8.0,2.0,7.0,4.0,76.0,48.0,13.0,5.0,267.0,67.0,11.0,2.0,498.0,162.0,1.0,1.0,25.0,16.0,23.0,21.0,18.0,20.0,1.0,35.0,9.0,14.0,4.0,83.0,24.0,1.0,14.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4162,nan,nan,14.0,3.0,242.0,55.0,3.0,1.0,42.0,13.0,11.0,4.0,96.0,20.0,26.0,7.0,2.0,nan,3.0,nan,57.0,8.0,4.0,1.0,7.0,2.0,59.0,41.0,8.0,2.0,278.0,60.0,8.0,3.0,473.0,132.0,1.0,nan,nan,nan,23.0,25.0,17.0,14.0,nan,30.0,4.0,9.0,2.0,90.0,24.0,nan,32.0,9.0,2.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4163,nan,nan,123.0,36.0,227.0,52.0,5.0,3.0,29.0,8.0,11.0,1.0,86.0,19.0,23.0,6.0,7.0,4.0,8.0,2.0,47.0,8.0,7.0,1.0,11.0,4.0,59.0,42.0,15.0,5.0,271.0,57.0,9.0,2.0,93.0,24.0,2.0,nan,nan,nan,32.0,35.0,24.0,25.0,3.0,36.0,4.0,17.0,4.0,64.0,17.0,nan,34.0,11.0,1.0,nan,5.0,2.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4164,nan,nan,114.0,34.0,224.0,54.0,3.0,2.0,12.0,7.0,8.0,1.0,92.0,23.0,28.0,8.0,11.0,5.0,3.0,2.0,47.0,14.0,1.0,nan,4.0,2.0,64.0,45.0,11.0,1.0,252.0,60.0,10.0,3.0,78.0,43.0,1.0,nan,nan,nan,25.0,12.0,10.0,20.0,nan,31.0,5.0,12.0,2.0,72.0,15.0,nan,26.0,11.0,nan,nan,10.0,3.0,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4165,nan,nan,138.0,38.0,221.0,60.0,3.0,nan,24.0,4.0,10.0,2.0,93.0,29.0,24.0,10.0,6.0,3.0,5.0,2.0,45.0,14.0,10.0,2.0,8.0,4.0,48.0,32.0,20.0,6.0,258.0,62.0,11.0,3.0,82.0,21.0,2.0,nan,nan,nan,27.0,25.0,21.0,23.0,1.0,32.0,6.0,11.0,3.0,65.0,14.0,nan,24.0,5.0,nan,nan,7.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4166,nan,nan,nan,nan,192.0,52.0,3.0,nan,nan,nan,7.0,2.0,99.0,28.0,39.0,8.0,2.0,1.0,2.0,nan,45.0,15.0,5.0,2.0,2.0,nan,42.0,30.0,11.0,3.0,234.0,61.0,7.0,3.0,113.0,29.0,2.0,1.0,nan,nan,16.0,14.0,11.0,8.0,1.0,21.0,3.0,6.0,1.0,56.0,16.0,nan,35.0,12.0,nan,nan,1.0,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4167,nan,nan,1.0,nan,207.0,50.0,1.0,1.0,1.0,nan,5.0,2.0,95.0,22.0,22.0,6.0,3.0,1.0,3.0,nan,51.0,8.0,5.0,1.0,6.0,1.0,48.0,29.0,15.0,5.0,245.0,54.0,12.0,5.0,179.0,63.0,1.0,nan,nan,nan,20.0,24.0,16.0,13.0,2.0,27.0,9.0,6.0,nan,64.0,14.0,1.0,29.0,9.0,2.0,1.0,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4168,nan,nan,2.0,1.0,254.0,61.0,4.0,1.0,1.0,1.0,10.0,nan,104.0,23.0,24.0,5.0,10.0,4.0,8.0,3.0,68.0,15.0,7.0,nan,3.0,nan,86.0,59.0,13.0,5.0,285.0,61.0,7.0,1.0,124.0,36.0,3.0,1.0,nan,nan,23.0,11.0,5.0,19.0,nan,27.0,6.0,10.0,2.0,88.0,24.0,nan,24.0,11.0,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4169,nan,nan,nan,nan,187.0,46.0,2.0,nan,nan,nan,10.0,1.0,84.0,18.0,26.0,6.0,5.0,4.0,5.0,2.0,42.0,11.0,6.0,1.0,10.0,4.0,53.0,40.0,13.0,2.0,232.0,57.0,9.0,2.0,nan,nan,2.0,nan,nan,nan,20.0,32.0,23.0,13.0,1.0,26.0,5.0,12.0,2.0,43.0,10.0,1.0,37.0,11.0,1.0,1.0,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd416a,nan,nan,7.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,313.0,101.0,nan,187.0,1147.0,389.0,68.0,17.0,nan,60.0,50.0,9.0,2.0,80.0,28.0,10.0,3.0,9.0,8.0,1.0,13.0,38.0,17.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd416b,nan,nan,7.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.0,335.0,80.0,1.0,222.0,1105.0,278.0,59.0,8.0,nan,56.0,46.0,5.0,1.0,75.0,23.0,13.0,7.0,8.0,6.0,4.0,12.0,35.0,14.0,nan,1.0,1.0,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd416c,nan,nan,11.0,3.0,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,12.0,385.0,105.0,5.0,262.0,1303.0,382.0,77.0,26.0,nan,35.0,25.0,8.0,4.0,60.0,15.0,6.0,1.0,6.0,9.0,7.0,12.0,58.0,15.0,4.0,2.0,nan,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd416d,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,354.0,92.0,nan,229.0,1335.0,382.0,83.0,31.0,nan,34.0,23.0,6.0,3.0,59.0,9.0,9.0,1.0,5.0,9.0,6.0,13.0,62.0,18.0,3.0,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd416e,nan,nan,5.0,2.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,12.0,371.0,58.0,2.0,257.0,1163.0,195.0,54.0,6.0,nan,52.0,28.0,9.0,3.0,89.0,15.0,21.0,3.0,8.0,9.0,4.0,12.0,27.0,4.0,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd416f,nan,nan,5.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.0,256.0,108.0,12.0,151.0,934.0,414.0,38.0,15.0,nan,46.0,36.0,10.0,6.0,59.0,18.0,14.0,6.0,2.0,9.0,nan,nan,36.0,17.0,1.0,nan,1.0,2.0,2.0,1.0,1.0,23.0,21.0,12.0,12.0,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4170,nan,nan,3.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.0,230.0,84.0,15.0,148.0,734.0,267.0,33.0,14.0,nan,36.0,27.0,1.0,nan,59.0,20.0,13.0,5.0,3.0,6.0,nan,nan,24.0,8.0,1.0,nan,nan,1.0,1.0,nan,nan,24.0,24.0,8.0,8.0,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4171,nan,nan,6.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.0,237.0,89.0,14.0,153.0,844.0,344.0,46.0,18.0,nan,30.0,18.0,3.0,2.0,56.0,23.0,11.0,3.0,1.0,7.0,nan,nan,33.0,15.0,5.0,nan,nan,2.0,2.0,nan,nan,32.0,32.0,17.0,17.0,nan,nan,nan,nan,nan,nan
6805db0dac48194de3cd4160,6805db0dac48194de3cd4172,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,52.0,10.0,12.0,35.0,177.0,41.0,7.0,3.0,nan,10.0,8.0,1.0,nan,11.0,3.0,2.0,1.0,2.0,1.0,nan,nan,6.0,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,10.0,nan,nan,nan,nan
68065ab9709b8b12f78c2a9e,68419a20f7b5d3bf791d6be7,128.0,41.0,61.0,31.0,351.0,90.0,6.0,3.0,7.0,7.0,12.0,4.0,152.0,35.0,46.0,15.0,6.0,1.0,7.0,2.0,83.0,19.0,17.0,9.0,11.0,1.0,99.0,72.0,12.0,2.0,417.0,103.0,20.0,3.0,1007.0,295.0,3.0,nan,51.0,26.0,43.0,39.0,25.0,29.0,2.0,47.0,12.0,16.0,5.0,110.0,34.0,1.0,45.0,11.0,1.0,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68065ab9709b8b12f78c2a9e,68419a6f08b7fc5e21e8af97,nan,nan,13.0,5.0,344.0,98.0,4.0,2.0,70.0,23.0,12.0,5.0,156.0,40.0,45.0,15.0,6.0,4.0,4.0,2.0,73.0,15.0,16.0,6.0,16.0,5.0,69.0,53.0,25.0,8.0,388.0,108.0,19.0,6.0,813.0,176.0,3.0,1.0,nan,nan,44.0,50.0,35.0,30.0,nan,63.0,17.0,15.0,1.0,81.0,22.0,1.0,26.0,9.0,nan,nan,3.0,1.0,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68065ab9709b8b12f78c2a9e,68419a94f415a392f734007e,nan,nan,220.0,65.0,381.0,81.0,6.0,4.0,39.0,18.0,12.0,3.0,135.0,27.0,44.0,7.0,8.0,3.0,9.0,5.0,69.0,18.0,14.0,3.0,12.0,2.0,101.0,72.0,23.0,6.0,448.0,100.0,14.0,7.0,154.0,43.0,2.0,nan,nan,nan,50.0,35.0,23.0,34.0,3.0,77.0,12.0,18.0,5.0,122.0,27.0,1.0,43.0,13.0,nan,nan,2.0,1.0,4.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan
68065ab9709b8b12f78c2a9e,68419ab6896f631e9d6894b4,nan,nan,199.0,51.0,400.0,93.0,7.0,5.0,22.0,12.0,12.0,3.0,163.0,39.0,49.0,14.0,9.0,3.0,7.0,2.0,81.0,18.0,17.0,7.0,18.0,3.0,89.0,63.0,30.0,7.0,460.0,96.0,11.0,3.0,98.0,54.0,2.0,1.0,nan,nan,61.0,49.0,27.0,40.0,2.0,60.0,11.0,18.0,6.0,125.0,30.0,2.0,40.0,7.0,2.0,nan,5.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68065ab9709b8b12f78c2a9e,68419ae1f415a392f7340084,nan,nan,240.0,61.0,356.0,109.0,4.0,2.0,38.0,9.0,11.0,1.0,130.0,32.0,29.0,7.0,16.0,6.0,5.0,3.0,71.0,16.0,6.0,1.0,11.0,3.0,136.0,106.0,24.0,8.0,398.0,114.0,13.0,6.0,102.0,25.0,3.0,2.0,nan,nan,46.0,40.0,29.0,34.0,4.0,59.0,14.0,11.0,4.0,117.0,47.0,1.0,30.0,11.0,1.0,1.0,9.0,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68065ab9709b8b12f78c2a9e,68419b04183c892d88a101a1,nan,nan,nan,nan,362.0,91.0,8.0,2.0,nan,nan,17.0,1.0,158.0,34.0,46.0,10.0,11.0,7.0,6.0,2.0,81.0,14.0,9.0,3.0,13.0,4.0,93.0,75.0,23.0,7.0,411.0,97.0,14.0,5.0,169.0,37.0,5.0,2.0,nan,nan,45.0,38.0,25.0,34.0,3.0,65.0,13.0,26.0,10.0,82.0,26.0,3.0,37.0,10.0,nan,nan,1.0,nan,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68065ab9709b8b12f78c2a9e,68419b28ec9dc637cfd0cfaa,nan,nan,1.0,nan,416.0,93.0,4.0,3.0,1.0,nan,19.0,6.0,189.0,31.0,54.0,10.0,9.0,6.0,6.0,4.0,100.0,19.0,11.0,4.0,11.0,1.0,105.0,81.0,24.0,3.0,474.0,104.0,20.0,6.0,202.0,44.0,2.0,nan,nan,nan,61.0,43.0,30.0,44.0,4.0,51.0,11.0,21.0,4.0,127.0,32.0,nan,40.0,11.0,1.0,1.0,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68065ab9709b8b12f78c2a9e,68419b5a183c892d88a101a5,nan,nan,2.0,1.0,377.0,103.0,9.0,2.0,2.0,1.0,11.0,1.0,168.0,40.0,47.0,14.0,13.0,7.0,10.0,5.0,94.0,27.0,14.0,7.0,19.0,3.0,112.0,79.0,17.0,2.0,438.0,111.0,22.0,4.0,183.0,49.0,4.0,nan,nan,nan,50.0,64.0,39.0,27.0,4.0,55.0,18.0,9.0,1.0,96.0,29.0,2.0,40.0,10.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan
68065ab9709b8b12f78c2a9e,68419b8f925dd4f9d72ac38a,nan,nan,nan,nan,384.0,91.0,7.0,3.0,nan,nan,17.0,5.0,161.0,21.0,55.0,12.0,16.0,10.0,5.0,2.0,76.0,10.0,13.0,2.0,10.0,1.0,118.0,93.0,17.0,2.0,429.0,109.0,21.0,2.0,nan,nan,6.0,3.0,nan,nan,39.0,50.0,35.0,27.0,6.0,66.0,17.0,15.0,5.0,102.0,32.0,2.0,22.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan
68065ab9709b8b12f78c2a9e,68419bac554d8039701f1ced,nan,nan,18.0,4.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,21.0,614.0,167.0,1.0,417.0,2175.0,599.0,140.0,52.0,nan,76.0,57.0,12.0,5.0,130.0,31.0,16.0,4.0,10.0,15.0,9.0,21.0,64.0,10.0,8.0,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68065ab9709b8b12f78c2a9e,6805db0cac48194de3cd403b,nan,nan,10.0,1.0,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,21.0,575.0,123.0,3.0,396.0,1988.0,477.0,108.0,30.0,nan,74.0,53.0,20.0,5.0,115.0,33.0,21.0,5.0,9.0,9.0,8.0,21.0,59.0,14.0,8.0,3.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
68065ab9709b8b12f78c2a9e,68419bfeed58166c1895b05d,nan,nan,13.0,2.0,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,601.0,118.0,7.0,441.0,2261.0,470.0,223.0,52.0,nan,57.0,37.0,20.0,5.0,87.0,20.0,23.0,6.0,6.0,7.0,12.0,20.0,63.0,15.0,9.0,7.0,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan
68065ab9709b8b12f78c2a9e,68419c34e63d9bb872889fcd,nan,nan,19.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,643.0,135.0,9.0,464.0,2299.0,512.0,195.0,45.0,nan,58.0,45.0,16.0,7.0,114.0,31.0,23.0,11.0,7.0,10.0,13.0,20.0,58.0,10.0,11.0,8.0,nan,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
68065ab9709b8b12f78c2a9e,68419c52925dd4f9d72ac391,nan,nan,10.0,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,20.0,571.0,124.0,7.0,428.0,1924.0,460.0,144.0,40.0,nan,47.0,38.0,11.0,2.0,93.0,19.0,12.0,3.0,6.0,11.0,13.0,20.0,42.0,8.0,11.0,5.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan
68065ab9709b8b12f78c2a9e,68419c70554d8039701f1cf2,nan,nan,7.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.0,293.0,85.0,16.0,209.0,1001.0,297.0,64.0,18.0,nan,36.0,28.0,7.0,1.0,58.0,19.0,10.0,5.0,1.0,6.0,nan,nan,33.0,11.0,5.0,nan,1.0,nan,nan,nan,nan,21.0,21.0,7.0,7.0,nan,nan,nan,nan,nan,nan
68065ab9709b8b12f78c2a9e,68419c93f7b5d3bf791d6bee,nan,nan,5.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,197.0,54.0,13.0,151.0,623.0,180.0,40.0,13.0,nan,10.0,5.0,2.0,1.0,34.0,6.0,6.0,1.0,1.0,4.0,nan,nan,14.0,2.0,2.0,nan,nan,1.0,1.0,nan,nan,14.0,14.0,6.0,6.0,nan,nan,nan,nan,nan,nan
68065ab9709b8b12f78c2a9e,68419cad925dd4f9d72ac392,nan,nan,8.0,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.0,197.0,71.0,17.0,137.0,628.0,240.0,22.0,10.0,nan,21.0,12.0,6.0,1.0,40.0,11.0,8.0,2.0,3.0,1.0,nan,nan,25.0,12.0,3.0,nan,nan,nan,nan,nan,nan,10.0,10.0,3.0,3.0,nan,nan,nan,nan,nan,nan
